lon,lat,descrip,idtipact,ubiref,estado
-70.62704,-12.89154,Superficie de 7 ha aprox. afectada por mineria ilegal en el sector Siete Diablos,Minería aluvial,Sector Siete Diablos,Pasivo
-70.62455,-12.88578,Superficie de 6.532 ha aprox. afectada por mineria ilegal en el sector Siete Diablos,Minería aluvial,Sector Siete Diablos,Pasivo
-70.62317,-12.90001,"Pasivo minero en las coordenadas 323253E y 8573491N, ubicado en la ZA de la RCA con una superficie de 36.2 Ha aprox. en el Sector Siete Diablos",Minería aluvial,Sector Siete Diablos,Pasivo
-70.62265,-12.90693,"Pasivo minero, ubicado en la ZA de la RCA con una superficie de 10.397 Ha aprox. en el Sector Siete Diablos",Minería aluvial,Sector Siete Diablos,Pasivo
-70.60588,-12.88085,"Pasivo minero, ubicado en la ZA de la RCA con una superficie de 9.86 Ha aprox. en el Sector Siete Diablos",Minería aluvial,Sector Siete Diablos,Pasivo
-70.60223,-12.88409,"Pasivo minero, ubicado en la ZA de la RCA con una superficie de 1.083 Ha aprox. en el Sector Siete Diablos",Minería aluvial,Sector Siete Diablos,Pasivo
-70.6086,-12.88539,"Pasivo minero, ubicado en la ZA de la RCA con una superficie de 0.539 Ha aprox. en el Sector Siete Diablos",Minería aluvial,Sector Siete Diablos,Pasivo
-70.60641,-12.88656,"Pasivo minero, ubicado en la ZA de la RCA con una superficie de 3.171 Ha aprox. en el Sector Siete Diablos",Minería aluvial,Sector Siete Diablos,Pasivo
-70.60258,-12.89227,"Pasivo minero, ubicado en la ZA de la RCA con una superficie de 0.475 Ha aprox. en el Sector Siete Diablos",Minería aluvial,Sector Siete Diablos,Pasivo
-70.60579,-12.89182,"Pasivo minero, ubicado en la ZA de la RCA con una superficie de 9.026 Ha aprox. en el Sector Siete Diablos",Minería aluvial,Sector Siete Diablos,Pasivo
-70.60326,-12.89413,"Pasivo minero, ubicado en la ZA de la RCA con una superficie de 0.98 Ha aprox. en el Sector Siete Diablos",Minería aluvial,Sector Siete Diablos,Pasivo
-70.60667,-12.89432,"Pasivo minero, ubicado en la ZA de la RCA con una superficie de 8.589 Ha aprox. en el Sector Siete Diablos",Minería aluvial,Sector Siete Diablos,Pasivo
-70.60013,-12.89593,"Pasivo minero, ubicado en la ZA de la RCA con una superficie de 3.198 Ha aprox. en el Sector Siete Diablos",Minería aluvial,Sector Siete Diablos,Pasivo
-77.47083,-9.31235,"Subcuenca Qda Honda, se realiza minería ilegal avalada por las comunidades ahí asentadas ",Minería por socavon,"Subcuenca Qda Honda, Marcará",Activo
-77.38094,-9.32675,Se realizó actividad de interdicción el 2 de junio de 2016 a los campamentos de los mineros ilegales identificados en el mes de mayo de 2016,Minería por socavon,"Paraje Cancagua, Qda. Honda, Distrito de Marcará, Provincia de Carhuaz ",Pasivo
-77.37845,-9.32467,"Patrullaje conjunto, se identificó actividades de minería ilegal el 20 de mayo de 2016, se tomó registro para coordinar acciones de interdicción",Minería por socavon,"Paraje Cancagua, Qda. Honda, Distrito de Marcará, Provincia de Carhuaz",Activo
-77.37813,-9.32348,Se realizó actividad de interdicción el 2 de junio de 2016 a los campamentos de los mineros ilegales identificados en el mes de mayo de 2016,Minería por socavon,"Paraje Cancagua, Qda. Honda, Distrito de Marcará, Provincia de Carhuaz",Pasivo
-77.38113,-9.31105,"Patrullaje conjunto, Bocamina ilegal identificada el 20 de mayo de 2016, se tomó registro para coordinar acciones de interdicción",Minería por socavon,"Paraje Cancagua, Qda. Honda, Distrito de Marcará, Provincia de Carhuaz",Activo
-77.38129,-9.32775,"Patrullaje conjunto, se identificó actividades de minería ilegal el 20 de mayo de 2016, se tomó registro para coordinar acciones de interdicción",Minería por socavon,"Paraje Cancagua, Qda. Honda, Distrito de Marcará, Provincia de Carhuaz",Activo
-72.63139,-14.9725,Pique de 1.5x1.5m ubicado en las coordenadas UTM WGS 84 754740E 8343355N en el Sector Chocco del Distrito de Puyca,Minería por socavon,"Sector Chocco, Distrito de Puyca, Provincia de La Unión - Cotahuasi",Activo
-73.40008,-3.92288,"Pasivo minero al interior de la RNAM, ubicada en las coordenadas 677612E; 9566240N",Minería aluvial,"Sector Nueva Esperanza, interior de la RNAM",Pasivo
-75.74424,-12.22892,"Superficie de 0.13 Ha, en las coordendas 419065E; 8648147N Ubicada en el sector Dinamarca",Minería por socavon,"Sector Dinamarca, Comunidad Campesina de Tomas, Distrito de Tomas, Provincia de Yauyos",Pasivo
-75.823,-12.26324,Superficie afectada por minería ilegal 2.7 Ha aprox. En las coordendas 410334E; 8644523N en el sector Huacuyo-Miraflores,Minería por socavon,"Sector Huacuyo, Comunidad Campesina de Miraflores, Distrito de Miraflores, Provincia de Yauyos",Pasivo
-73.36674,-3.90277,"Superficie de 4.4 Ha aprox. afectada en el Sector San Gerardo Km 17 al 18.5 de la carretera Iquitos Nauta, en las coordenadas 681423.43E 9568431.54N",Minería aluvial,Sector San Gerardo Km 17 al 18.5 de la carretera Iquitos Nauta,Pasivo
-70.87793,-13.11834,"Desarrollo de actividad minera sin contar con la OTPF del SERNANP, sector Camanti-Quincemil, Región Cusco. Se estima 80.96 ha. afectadas",Minería aluvial,"Sector Camanti-Quincemil, en la parte alta de la cuenca de los ríos Mabe y Colorado",Activo
-69.93755,-13.03832,"Desarrollo de actividad minera ilegal al interior de la RNTAMB, se estima 759 ha afectadas por minería ilegal",Minería aluvial,Entre los sectores Azul y Otorongo en el río Malinowski,Activo
-69.93755,-13.03832,"683.1 ha (90% superficie afectada) liberadas de minera ilegal, esto es el resultado de las múltiples interdicciones realizadas con la DICAPI y FEMA ",Minería aluvial,Sector Azul ,Pasivo
-72.67355,-14.74996,"Desarrollo de minería ilegal en el sector Llihua, se tiene registro de aprox. 05 socavones donde se desarrolla la ilícita actividad, sobre 15.05 ha",Minería por socavon,Sector Llihua - Distrito de Huaynacotas,Activo
-75.18734,-15.00536,"Actividad de minería ilegal de tipo socavón, en la salida de campo del mes de diciembre de 2018 se identificaron: 02 socavones activos y 02 socavones abandonados, 12 personas, 01compresora de aire, 01 tubular, 01equipo electrógeno, 11 ranchos rústicos. En este mismo sector, en el mes de noviembre de 2017 se realizó una interdicción donde se detuvieron a 06 personas y se incauto armas de corto y largo alcance, a pesar de ello, la ilícita actividad continua",Minería por socavon,Sector Sur del Cerro Huaricangana al interior de la RN San Fernando,Activo
-75.19451,-15.00718,"Actividad de minería ilegal de tipo socavón, en la salida de campo del mes de diciembre de 2018 se identificaron: 02 socavones abandonados, sin indicios de actividad reciente",Minería por socavon,"Sector Sur del Cerro Huaricangana, al interior de la RN San Fernando",Pasivo
-75.18537,-14.99681,"Actividad de minería ilegal de tipo socavón, en la salida de campo del mes de diciembre de 2018 se identificaron: 02 socavones activos, 08 personas, 03carpas, 01 equipo electrógeno",Minería por socavon,Sector Norte del Cerro Huaricangana al interior de la RN San Fernando,Activo
-75.24461,-14.97492,"Actividad de minería ilegal de tipo socavón, en la salida de campo del mes de diciembre de 2018 se identificaron: 02 socavones activos, 04 personas, 01 rancho, 03 carpas, 01 equipo electrógeno",Minería por socavon,"Sector Norte del Cerro Huaricangana, al interior de la RN San Fernando",Activo
-75.22362,-14.98183,"Actividad de minería ilegal de tipo socavón, en la salida de campo del mes de diciembre de 2018 se identificaron: 04 socavones abandonados, sin indicios de actividad reciente",Minería por socavon,Sector Norte del Cerro Huaricangana al interior de la RN San Fernando,Activo
-74.794,-9.53725,"La actividad de minería ilegal que se realiza es de tipo aluvial, durante el 2018 se han realizado 03 interdicciones, 02 en la RCES y 01 en su zona de amortiguamiento donde se han destruido: 3 campamentos, 6 motores, 3 bombas de succión, 4 dragas, 1 bote de madera, 1 bote de aluminio, 1 compresora, 40 m de mangueras, 20 gln de combustible y 20 m de tubo. Lo que ha permitido que se mantenga la reserva comunal libre de minería ilegal",Minería aluvial,Sector Alto Río Negro - Subsector Chinchihuani al interior de la RC El Sira,Pasivo
-77.47083,-9.31235,"La actividad de minería ilegal que se desarrolla es de tipo socavón. Durante el 2018, se han desarrollado 57 operativos conjuntos en la carretera Marcará – Comunidad de Vicos – Qda. Honda, los que han contado con la participación de la DEPMA PNP Huaraz, OSINERGMIN y la SUCAMEC. Estos operativos han permitido controlar el comercio de insumos, así como el traslado de minerales extraídos de forma ilegal del interior del ANP",Minería por socavon,"Quebrada Honda, en el PN Huascarán",Activo
-69.93755,-13.03832,"La actividad de minería ilegal que se desarrolla es de tipo aluvial. Durante el 2018 en coordinación con la FEMA y DICAPI se han ejecutado 66 operativos de interdicción, en los que se han destruido 251 dragas, 224 motores, 141 bombas de succión, 2,639 gln de combustible, 374 m de mangueras entre otros. Esto ha permitido que se mantenga las 736 ha (97% de la superficie total afectada) liberadas de actividades de minería ilegal al interior de la ANP",Minería aluvial,Entre los sectores de Azul y Otorongo,Pasivo
-72.77076,-15.1014,"Minería ilegal de tipo socavón. Se ha identificado 03 socavones, 02 campamentos, 01 plataforma de chancado y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 1.60 ha. Dichas actividades se encuentran cercanas al Centro poblado de Antabamba - distrito de Huaynacotas, Alca - distrito de Alca",Minería por socavon,Antabamba,Activo
-72.63343,-14.97394,"Minería ilegal de tipo socavón. Se ha identificado 4 socavones, 1 campamentos, 1 almacén y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 1.84 ha. No se encontró personas en el lugar sin embargo se identificó indicios de la actividad. Estas se encuentran cercanas al Centro poblado de Suni, Maghuancca y Puyca - distrito de Puyca",Minería por socavon,"Cercanas al Centro poblado de Suni, Maghuancca y Puyca - distrito de Puyca",Pasivo
-72.67314,-14.74968,"Minería ilegal de tipo socavón. Se ha identificado 8 socavones, 2 campamento, 2 pozos de oxidación, 1 almacén y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 3.44 ha. No se encontró personas en el lugar sin embargo se identificó indicios de la actividad. Estas se encuentran cercanas al Centro poblado de Huarcaya - distrito de Huaynacotas",Minería por socavon,Cercanas al Centro poblado de Huarcaya - distrito de Huaynacotas,Pasivo
-72.77468,-15.10713,"Minería ilegal de tipo socavón. Se ha identificado 7 socavones y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 0.83 ha. No se encontró personas en el lugar sin embargo se identificó indicios de la actividad. Estas se encuentran cercanas al Centro poblado de Antabamba - distrito de Huaynacotas, Alca - distrito de Alca",Minería por socavon,"Cercanas al Centro poblado de Antabamba - distrito de Huaynacotas, Alca - distrito de Alca",Pasivo
-72.83523,-15.04583,"Minería ilegal de tipo socavón. Se ha identificado 4 socavones, 1 campamento y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 2.75 ha. No se encontró personas en el lugar sin embargo se identificó indicios de la actividad. Estas se encuentran cercanas al Centro poblado de Huaynacotas - distrito de Huaynacotas",Minería por socavon,Cercanas al Centro poblado de Huaynacotas - distrito de Huaynacotas,Activo
-72.68524,-14.74274,"Minería ilegal de tipo socavón. Se ha identificado 1 socavón, 1 campamento y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 1.34 ha. No se encontró personas en el lugar sin embargo se identificó indicios de la actividad. Estas se encuentran cercanas al Centro poblado de Huarcaya - distrito de Huaynacotas",Minería por socavon,Cercanas al Centro poblado de Huarcaya - distrito de Huaynacotas,Pasivo
-80.33424,-3.99895,"Las actividades de minería ilegal son de tipo aluvial, sin el uso de maquinaria pesada o motores o bombas de succión como en otras ANP. Con la finalidad de contener el avance y/o tecnificación de las actividades mineras ilegales, durante el 2018 se ha brindado el soporte logístico a la FEMA y PNP en 01 interdicción y 03 operativos conjuntos. Producto de estas acciones, no se registra avance ni tecnificación de las actividades de minería ilegal",Minería aluvial,Sector este y oeste de la Reserva Nacional de Tumbes,Activo
-72.5114,-14.76991,"Minería ilegal de tipo socavón. Se ha identificado 6 socavones, 1 campamento, maquinaria diversa y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 2.10 ha. No se encontró personas en el lugar sin embargo se identificó indicios de la actividad. Estas se encuentran cercanas al Centro poblado de Ocoruro, Sayrosa - distrito de Puyca",Minería por socavon,"Cercanas al Centro poblado de Ocoruro, Sayrosa ",Pasivo
-72.71141,-14.74212,"Minería ilegal de tipo socavón. Se ha identificado 4 socavones, 1 campamento con diversos ambientes y usos, vías de acceso y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 13.48 ha. No se encontró personas en el lugar sin embargo se identificó indicios de la actividad. Estas se encuentran cercanas al Centro poblado de Huarcaya - distrito de Huaynacotas",Minería por socavon,Cercanas al Centro poblado de Huarcaya - distrito de Huaynacotas,Pasivo
-72.42584,-14.81312,"Minería ilegal de tipo socavón. Se ha identificado 3 socavones, 1 almacén y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 0.47 ha. No se encontró personas en el lugar sin embargo se identificó indicios de la actividad. Estas se encuentran cercanas al Centro poblado de Ocoruro, Sayrosa - distrito de Puyca",Minería por socavon,"Cercanas al centro poblado de Ocoruro, Sayrosa - distrito de Puyca",Pasivo
-73.14231,-15.33377,"Minería ilegal de tipo socavón. Se ha identificado 2 socavones, 1 campamento, maquinaria diversa y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 22.60 ha. Se ha identificado que inmigrantes y pobladores del Centro Poblado de Tanisca - Distrito de Tauría vienen desarrollando actividades de minería ilegal",Minería por socavon,Centro Poblado de Tanisca - Distrito de Tauría ,Activo
-72.71482,-14.75215,"Minería ilegal de tipo socavón. Se ha identificado 3 socavones, 1 campamento, 1 almacén y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 4.60 ha. No se encontró personas en el lugar sin embargo se identificó indicios de la actividad. Estas se encuentran cercanas al Centro poblado de Huarcaya - distrito de Huaynacotas",Minería por socavon,Cercanas al Centro poblado de Huarcaya - distrito de Huaynacotas,Pasivo
-73.0213,-15.17924,Minería ilegal de tipo socavón. Se ha identificado 2 socavones y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 1.22 ha. No se encontró personas en el lugar sin embargo se identificó indicios de la actividad. Estas se encuentran cercanas al Centro poblado de Laccsa - distrito de Pampamarca,Minería por socavon,Cercanas al Centro poblado de Laccsa - distrito de Pampamarca,Pasivo
-73.13572,-15.39065,"Minería ilegal de tipo socavón. Se ha identificado 6 socavones, 2 campamentos, 2 plataformas de chancado y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 0.98 ha. Se ha identificado que inmigrantes y pobladores del Centro poblado de Quechualla - distrito de Quechualla vienen desarrollando actividades de minería ilegal",Minería por socavon,Centro poblado de Quechualla - distrito de Quechualla ,Activo
-72.50695,-14.72397,"Minería ilegal de tipo socavón. Se ha identificado 7 socavones, 1 campamento, 1 almacén, 1 centro de acopio y residuos sólidos varios. Se ha estimado que la afectación en superficie representa 4.47 ha. No se encontró personas en el lugar sin embargo se identificó indicios de la actividad. Estas se encuentran cercanas al Centro poblado de Ocoruro, Sayrosa - distrito de Puyca",Minería por socavon,"Cercanas al Centro poblado de Ocoruro, Sayrosa - distrito de Puyca",Pasivo
